=========

nsubj(purchased-2, I-1)
aux(months-6, has-2)
advmod(months-6, now-3)
cop(months-6, been-4)
num(months-6, two-5)
root(ROOT-0, months-6)
nsubj(received-11, I-8)
aux(received-11, have-9)
neg(received-11, not-10)
conj_and(months-6, received-11)
det(response-13, any-12)
dobj(received-11, response-13)
poss(emails-16, my-15)
prep_to(received-11, emails-16)

=========

nsubj(have-2, I-1)
root(ROOT-0, have-2)
det(television-4, the-3)
dobj(have-2, television-4)
det(board-8, the-6)
nn(board-8, replacement-7)
dobj(have-2, board-8)
conj_and(television-4, board-8)
poss(possession-11, my-10)
prep_in(board-8, possession-11)
nsubj(reply-17, they-14)
xsubj(send-19, they-14)
aux(reply-17, will-15)
neg(reply-17, not-16)
conj_but(have-2, reply-17)
aux(send-19, to-18)
xcomp(reply-17, send-19)
det(technician-21, the-20)
dobj(send-19, technician-21)
prt(send-19, out-22)
aux(install-24, to-23)
xcomp(send-19, install-24)
dobj(install-24, it-25)

=========

dep(left-4, So-1)
nsubjpass(left-4, I-2)
auxpass(left-4, am-3)
root(ROOT-0, left-4)
det(television-9, a-6)
amod(40-inch-8, useless-7)
amod(television-9, 40-inch-8)
prep_with(left-4, television-9)
det(corner-12, the-11)
prep_in(television-9, corner-12)
det(box-15, a-14)
prep_with(left-4, box-15)
conj_and(television-9, box-15)
prep_of(box-15, parts-17)
dobj(install-21, parts-17)
nsubj(install-21, I-18)
aux(install-21, can-19)
neg(install-21, not-20)
rcmod(parts-17, install-21)

=========

nsubj(buying-5, I-1)
aux(buying-5, will-2)
neg(buying-5, not-3)
aux(buying-5, be-4)
root(ROOT-0, buying-5)
det(televisions-8, any-6)
amod(televisions-8, more-7)
dobj(buying-5, televisions-8)
prep_from(buying-5, TCL-10)
advmod(buying-5, probably-13)
advmod(buying-5, never-14)
prep_from(buying-5, Amazon-16)
conj_and(TCL-10, Amazon-16)
dep(buying-5, again-17)

=========

csubj(much-9, Mailing-1)
det(television-3, a-2)
dobj(Mailing-1, television-3)
prep_for(television-3, service-5)
cop(much-9, is-6)
advmod(much-9, just-7)
advmod(much-9, too-8)
root(ROOT-0, much-9)
det(hassle-12, a-11)
prep_of(much-9, hassle-12)

=========

nsubj(learned-2, Lesson-1)
root(ROOT-0, learned-2)

